token,normalized_token,target_section,source,reviewer_correction,validation_status,quantity,page_number,bbox,ocr_confidence,line_context
Tube HSS22X18X3/4,TUBEHSS22X18X3/4,HSS22X18X3/4,aisc_augmented,False,reference,,,,,
HSS22X18X3/4 Hollow Structural Section,HSS22X18X3/4HOLLOWSTRUCTURALSECTION,HSS22X18X3/4,aisc_augmented,False,reference,,,,,
HSS HSS22X18X3/4,HSSHSS22X18X3/4,HSS22X18X3/4,aisc_augmented,False,reference,,,,,
TS 22X18X3/4,HSS22X18X3/4,HSS22X18X3/4,aisc_augmented,False,reference,,,,,
HSS_22X18X3/4,HSS22X18X3/4,HSS22X18X3/4,aisc_augmented,False,reference,,,,,
hss22x18x3/4,HSS22X18X3/4,HSS22X18X3/4,aisc_augmented,False,reference,,,,,
Structural Tube-HSS22X18X3/4,HSSHSS22X18X3/4,HSS22X18X3/4,aisc_augmented,False,reference,,,,,
Tube-HSS22X18X3/4,TUBEHSS22X18X3/4,HSS22X18X3/4,aisc_augmented,False,reference,,,,,
HSS22X1BX3/4,HSS22X1BX3/4,HSS22X18X3/4,aisc_augmented,False,reference,,,,,
HSS-HSS22X18X3/4,HSSHSS22X18X3/4,HSS22X18X3/4,aisc_augmented,False,reference,,,,,
HSS HSS22X18X3/4 ASTM A500,HSSHSS22X18X3/4ASTMA500,HSS22X18X3/4,aisc_augmented,False,reference,,,,,
HSS22×18×3/4,HSS22X18X3/4,HSS22X18X3/4,aisc_augmented,False,reference,,,,,
Structural Tube-HSS22X18X3/8,HSSHSS22X18X3/8,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
HSS HSS22X18X3/8 A500,HSSHSS22X18X3/8A500,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
HSS22X18X3/8 A500,HSS22X18X3/8A500,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
Structural Tube HSS22X18X3/8,HSSHSS22X18X3/8,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
HSS22X18X3/8 HSS,HSS22X18X3/8HSS,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
HSS22XI8X3/8,HSS22XI8X3/8,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
HSS22X1BX3/8,HSS22X1BX3/8,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
HSS22 X 18 X 3/8,HSS22X18X3/8,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
HSS22X18X3/8 Hollow Structural Section,HSS22X18X3/8HOLLOWSTRUCTURALSECTION,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
TS 22X18X3/8,HSS22X18X3/8,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
Hollow Structural Section HSS22X18X3/8,HOLLOWSTRUCTURALSECTIONHSS22X18X3/8,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
HSS 22 X 18 X 3/8,HSS22X18X3/8,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
Tube HSS22X18X3/8,TUBEHSS22X18X3/8,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
HSS-HSS22X18X3/8,HSSHSS22X18X3/8,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
HSS22×18×3/8,HSS22X18X3/8,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
HSS22X18X3/8 Structural Tube,HSS22X18X3/8HSS,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
TS22X18X3/8,HSS22X18X3/8,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
HSS HSS22X18X3/8 ASTM A500,HSSHSS22X18X3/8ASTMA500,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
HSS22X18X3/8 Tube,HSS22X18X3/8TUBE,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
Tube-HSS22X18X3/8,TUBEHSS22X18X3/8,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
hss22x18x3/8,HSS22X18X3/8,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
HSS22 X 18X3/8,HSS22X18X3/8,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
HSS HSS22X18X3/8,HSSHSS22X18X3/8,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
HSS-22X18X3/8,HSS22X18X3/8,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
HSS_22X18X3/8,HSS22X18X3/8,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
HSS22X18X3/B,HSS22X18X3/B,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
Hollow Structural Section-HSS22X18X3/8,HOLLOWSTRUCTURALSECTIONHSS22X18X3/8,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
HSS22X18X3/8 ASTM A500,HSS22X18X3/8ASTMA500,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
HSS 22X18X3/8,HSS22X18X3/8,HSS22X18X3/8,aisc_augmented,False,reference,,,,,
HSS HSS22X18X5/16 ASTM A500,HSSHSS22X18X5/16ASTMA500,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
HSS22X18XS/16,HSS22X18XS/16,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
HSS22 X 18X5/16,HSS22X18X5/16,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
HSS22X18X5/16 A500,HSS22X18X5/16A500,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
HSS22 X 18 X 5/16,HSS22X18X5/16,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
HSS22X18X5/16 Tube,HSS22X18X5/16TUBE,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
Hollow Structural Section-HSS22X18X5/16,HOLLOWSTRUCTURALSECTIONHSS22X18X5/16,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
Tube-HSS22X18X5/16,TUBEHSS22X18X5/16,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
HSS HSS22X18X5/16 A500,HSSHSS22X18X5/16A500,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
HSS22X18X5/16 Structural Tube,HSS22X18X5/16HSS,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
Tube HSS22X18X5/16,TUBEHSS22X18X5/16,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
HSS22X18X5/16,HSS22X18X5/16,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
HSS22XI8X5/16,HSS22XI8X5/16,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
Structural Tube HSS22X18X5/16,HSSHSS22X18X5/16,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
Structural Tube-HSS22X18X5/16,HSSHSS22X18X5/16,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
HSS-22X18X5/16,HSS22X18X5/16,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
Hollow Structural Section HSS22X18X5/16,HOLLOWSTRUCTURALSECTIONHSS22X18X5/16,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
HSS-HSS22X18X5/16,HSSHSS22X18X5/16,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
HSS22X18X5/16 ASTM A500,HSS22X18X5/16ASTMA500,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
HSS22X18X5/16 HSS,HSS22X18X5/16HSS,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
TS22X18X5/16,HSS22X18X5/16,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
HSS22X18X5/16 Hollow Structural Section,HSS22X18X5/16HOLLOWSTRUCTURALSECTION,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
HSS HSS22X18X5/16,HSSHSS22X18X5/16,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
HSS22×18×5/16,HSS22X18X5/16,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
HSS22X1BX5/16,HSS22X1BX5/16,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
TS 22X18X5/16,HSS22X18X5/16,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
HSS 22 X 18 X 5/16,HSS22X18X5/16,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
HSS 22X18X5/16,HSS22X18X5/16,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
HSS_22X18X5/16,HSS22X18X5/16,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
HSS22X18X5/I6,HSS22X18X5/I6,HSS22X18X5/16,aisc_augmented,False,reference,,,,,
hss22x18x5/8,HSS22X18X5/8,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
HSS HSS22X18X5/8 ASTM A500,HSSHSS22X18X5/8ASTMA500,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
HSS22X1BX5/8,HSS22X1BX5/8,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
HSS-HSS22X18X5/8,HSSHSS22X18X5/8,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
HSS22X18X5/8 HSS,HSS22X18X5/8HSS,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
HSS22 X 18 X 5/8,HSS22X18X5/8,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
HSS22X18X5/8 Structural Tube,HSS22X18X5/8HSS,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
HSS22 X 18X5/8,HSS22X18X5/8,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
TS 22X18X5/8,HSS22X18X5/8,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
HSS22X18XS/8,HSS22X18XS/8,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
HSS HSS22X18X5/8 A500,HSSHSS22X18X5/8A500,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
HSS22XI8X5/8,HSS22XI8X5/8,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
HSS22X18X5/8 Hollow Structural Section,HSS22X18X5/8HOLLOWSTRUCTURALSECTION,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
TS22X18X5/8,HSS22X18X5/8,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
Hollow Structural Section-HSS22X18X5/8,HOLLOWSTRUCTURALSECTIONHSS22X18X5/8,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
Structural Tube-HSS22X18X5/8,HSSHSS22X18X5/8,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
Structural Tube HSS22X18X5/8,HSSHSS22X18X5/8,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
HSS22X18X5/8 A500,HSS22X18X5/8A500,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
HSS22X18X5/B,HSS22X18X5/B,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
Tube-HSS22X18X5/8,TUBEHSS22X18X5/8,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
HSS_22X18X5/8,HSS22X18X5/8,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
HSS 22 X 18 X 5/8,HSS22X18X5/8,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
HSS22×18×5/8,HSS22X18X5/8,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
HSS-22X18X5/8,HSS22X18X5/8,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
HSS HSS22X18X5/8,HSSHSS22X18X5/8,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
HSS 22X18X5/8,HSS22X18X5/8,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
Tube HSS22X18X5/8,TUBEHSS22X18X5/8,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
HSS22X18X5/8 ASTM A500,HSS22X18X5/8ASTMA500,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
Hollow Structural Section HSS22X18X5/8,HOLLOWSTRUCTURALSECTIONHSS22X18X5/8,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
HSS22X18X5/8 Tube,HSS22X18X5/8TUBE,HSS22X18X5/8,aisc_augmented,False,reference,,,,,
HSS22 X 20X1/2,HSS22X20X1/2,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
HSS-HSS22X20X1/2,HSSHSS22X20X1/2,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
TS 22X20X1/2,HSS22X20X1/2,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
HSS22 X 20 X 1/2,HSS22X20X1/2,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
Structural Tube HSS22X20X1/2,HSSHSS22X20X1/2,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
TS22X20X1/2,HSS22X20X1/2,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
HSS 22 X 20 X 1/2,HSS22X20X1/2,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
HSS_22X20X1/2,HSS22X20X1/2,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
HSS22X20X1/2 HSS,HSS22X20X1/2HSS,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
HSS22X20X1/2 Hollow Structural Section,HSS22X20X1/2HOLLOWSTRUCTURALSECTION,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
Tube HSS22X20X1/2,TUBEHSS22X20X1/2,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
HSS22X20X1/2 Tube,HSS22X20X1/2TUBE,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
HSS22X20X1/2,HSS22X20X1/2,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
HSS 22X20X1/2,HSS22X20X1/2,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
HSS22X2OX1/2,HSS22X2OX1/2,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
HSS-22X20X1/2,HSS22X20X1/2,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
HSS HSS22X20X1/2 A500,HSSHSS22X20X1/2A500,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
HSS22X20X1/2 A500,HSS22X20X1/2A500,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
Structural Tube-HSS22X20X1/2,HSSHSS22X20X1/2,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
HSS22X20X1/2 Structural Tube,HSS22X20X1/2HSS,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
Hollow Structural Section-HSS22X20X1/2,HOLLOWSTRUCTURALSECTIONHSS22X20X1/2,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
HSS HSS22X20X1/2,HSSHSS22X20X1/2,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
HSS22X20X1/2 ASTM A500,HSS22X20X1/2ASTMA500,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
HSS22×20×1/2,HSS22X20X1/2,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
HSS22X20XI/2,HSS22X20XI/2,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
HSS HSS22X20X1/2 ASTM A500,HSSHSS22X20X1/2ASTMA500,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
Tube-HSS22X20X1/2,TUBEHSS22X20X1/2,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
Hollow Structural Section HSS22X20X1/2,HOLLOWSTRUCTURALSECTIONHSS22X20X1/2,HSS22X20X1/2,aisc_augmented,False,reference,,,,,
HSS HSS22X20X3/4,HSSHSS22X20X3/4,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
HSS22 X 20 X 3/4,HSS22X20X3/4,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
HSS22X20X3/4 Structural Tube,HSS22X20X3/4HSS,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
HSS HSS22X20X3/4 ASTM A500,HSSHSS22X20X3/4ASTMA500,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
HSS22X2OX3/4,HSS22X2OX3/4,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
TS22X20X3/4,HSS22X20X3/4,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
HSS22 X 20X3/4,HSS22X20X3/4,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
HSS22X20X3/4 ASTM A500,HSS22X20X3/4ASTMA500,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
HSS_22X20X3/4,HSS22X20X3/4,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
HSS22X20X3/4 HSS,HSS22X20X3/4HSS,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
HSS22X20X3/4 Hollow Structural Section,HSS22X20X3/4HOLLOWSTRUCTURALSECTION,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
Structural Tube HSS22X20X3/4,HSSHSS22X20X3/4,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
Tube HSS22X20X3/4,TUBEHSS22X20X3/4,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
HSS22X20X3/4 A500,HSS22X20X3/4A500,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
Tube-HSS22X20X3/4,TUBEHSS22X20X3/4,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
HSS HSS22X20X3/4 A500,HSSHSS22X20X3/4A500,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
Hollow Structural Section-HSS22X20X3/4,HOLLOWSTRUCTURALSECTIONHSS22X20X3/4,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
TS 22X20X3/4,HSS22X20X3/4,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
HSS 22 X 20 X 3/4,HSS22X20X3/4,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
hss22x20x3/4,HSS22X20X3/4,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
Hollow Structural Section HSS22X20X3/4,HOLLOWSTRUCTURALSECTIONHSS22X20X3/4,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
Structural Tube-HSS22X20X3/4,HSSHSS22X20X3/4,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
HSS-HSS22X20X3/4,HSSHSS22X20X3/4,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
HSS22×20×3/4,HSS22X20X3/4,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
HSS 22X20X3/4,HSS22X20X3/4,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
HSS-22X20X3/4,HSS22X20X3/4,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
HSS22X20X3/4 Tube,HSS22X20X3/4TUBE,HSS22X20X3/4,aisc_augmented,False,reference,,,,,
HSS HSS22X20X3/8,HSSHSS22X20X3/8,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
HSS22X20X3/8 Structural Tube,HSS22X20X3/8HSS,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
HSS22X20X3/B,HSS22X20X3/B,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
HSS22 X 20X3/8,HSS22X20X3/8,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
Structural Tube-HSS22X20X3/8,HSSHSS22X20X3/8,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
HSS22X20X3/8 Hollow Structural Section,HSS22X20X3/8HOLLOWSTRUCTURALSECTION,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
HSS22X20X3/8,HSS22X20X3/8,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
HSS22×20×3/8,HSS22X20X3/8,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
HSS HSS22X20X3/8 A500,HSSHSS22X20X3/8A500,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
HSS_22X20X3/8,HSS22X20X3/8,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
HSS-22X20X3/8,HSS22X20X3/8,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
HSS-HSS22X20X3/8,HSSHSS22X20X3/8,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
HSS22X20X3/8 A500,HSS22X20X3/8A500,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
HSS22X20X3/8 Tube,HSS22X20X3/8TUBE,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
HSS22X20X3/8 ASTM A500,HSS22X20X3/8ASTMA500,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
Hollow Structural Section HSS22X20X3/8,HOLLOWSTRUCTURALSECTIONHSS22X20X3/8,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
HSS 22X20X3/8,HSS22X20X3/8,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
HSS22X20X3/8 HSS,HSS22X20X3/8HSS,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
HSS HSS22X20X3/8 ASTM A500,HSSHSS22X20X3/8ASTMA500,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
Tube HSS22X20X3/8,TUBEHSS22X20X3/8,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
HSS22 X 20 X 3/8,HSS22X20X3/8,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
TS22X20X3/8,HSS22X20X3/8,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
Hollow Structural Section-HSS22X20X3/8,HOLLOWSTRUCTURALSECTIONHSS22X20X3/8,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
TS 22X20X3/8,HSS22X20X3/8,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
Structural Tube HSS22X20X3/8,HSSHSS22X20X3/8,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
HSS22X2OX3/8,HSS22X2OX3/8,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
Tube-HSS22X20X3/8,TUBEHSS22X20X3/8,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
HSS 22 X 20 X 3/8,HSS22X20X3/8,HSS22X20X3/8,aisc_augmented,False,reference,,,,,
HSS HSS22X20X5/16 A500,HSSHSS22X20X5/16A500,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
TS 22X20X5/16,HSS22X20X5/16,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
HSS22X20X5/16,HSS22X20X5/16,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
HSS22X20X5/I6,HSS22X20X5/I6,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
HSS HSS22X20X5/16,HSSHSS22X20X5/16,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
HSS22 X 20 X 5/16,HSS22X20X5/16,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
HSS22X2OX5/16,HSS22X2OX5/16,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
HSS HSS22X20X5/16 ASTM A500,HSSHSS22X20X5/16ASTMA500,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
HSS 22 X 20 X 5/16,HSS22X20X5/16,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
Hollow Structural Section-HSS22X20X5/16,HOLLOWSTRUCTURALSECTIONHSS22X20X5/16,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
HSS22X20X5/16 Structural Tube,HSS22X20X5/16HSS,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
HSS22X20X5/16 ASTM A500,HSS22X20X5/16ASTMA500,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
Tube HSS22X20X5/16,TUBEHSS22X20X5/16,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
HSS22X20X5/16 Tube,HSS22X20X5/16TUBE,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
HSS-HSS22X20X5/16,HSSHSS22X20X5/16,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
HSS22X20X5/16 HSS,HSS22X20X5/16HSS,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
HSS_22X20X5/16,HSS22X20X5/16,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
HSS22×20×5/16,HSS22X20X5/16,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
HSS22X20XS/16,HSS22X20XS/16,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
Tube-HSS22X20X5/16,TUBEHSS22X20X5/16,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
HSS22X20X5/16 Hollow Structural Section,HSS22X20X5/16HOLLOWSTRUCTURALSECTION,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
HSS22 X 20X5/16,HSS22X20X5/16,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
TS22X20X5/16,HSS22X20X5/16,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
HSS-22X20X5/16,HSS22X20X5/16,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
HSS22X20X5/16 A500,HSS22X20X5/16A500,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
Structural Tube-HSS22X20X5/16,HSSHSS22X20X5/16,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
Hollow Structural Section HSS22X20X5/16,HOLLOWSTRUCTURALSECTIONHSS22X20X5/16,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
HSS 22X20X5/16,HSS22X20X5/16,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
Structural Tube HSS22X20X5/16,HSSHSS22X20X5/16,HSS22X20X5/16,aisc_augmented,False,reference,,,,,
HSS-HSS22X20X5/8,HSSHSS22X20X5/8,HSS22X20X5/8,aisc_augmented,False,reference,,,,,
HSS22X20X5/B,HSS22X20X5/B,HSS22X20X5/8,aisc_augmented,False,reference,,,,,
HSS-22X20X5/8,HSS22X20X5/8,HSS22X20X5/8,aisc_augmented,False,reference,,,,,
HSS22X20X5/8 ASTM A500,HSS22X20X5/8ASTMA500,HSS22X20X5/8,aisc_augmented,False,reference,,,,,
Structural Tube-HSS22X20X5/8,HSSHSS22X20X5/8,HSS22X20X5/8,aisc_augmented,False,reference,,,,,
HSS 22X20X5/8,HSS22X20X5/8,HSS22X20X5/8,aisc_augmented,False,reference,,,,,
HSS22 X 20 X 5/8,HSS22X20X5/8,HSS22X20X5/8,aisc_augmented,False,reference,,,,,
HSS 22 X 20 X 5/8,HSS22X20X5/8,HSS22X20X5/8,aisc_augmented,False,reference,,,,,
HSS HSS22X20X5/8,HSSHSS22X20X5/8,HSS22X20X5/8,aisc_augmented,False,reference,,,,,
Tube HSS22X20X5/8,TUBEHSS22X20X5/8,HSS22X20X5/8,aisc_augmented,False,reference,,,,,
HSS22×20×5/8,HSS22X20X5/8,HSS22X20X5/8,aisc_augmented,False,reference,,,,,
HSS HSS22X20X5/8 ASTM A500,HSSHSS22X20X5/8ASTMA500,HSS22X20X5/8,aisc_augmented,False,reference,,,,,
HSS_22X20X5/8,HSS22X20X5/8,HSS22X20X5/8,aisc_augmented,False,reference,,,,,
Structural Tube HSS22X20X5/8,HSSHSS22X20X5/8,HSS22X20X5/8,aisc_augmented,False,reference,,,,,
HSS22X20X5/8 Structural Tube,HSS22X20X5/8HSS,HSS22X20X5/8,aisc_augmented,False,reference,,,,,
TS 22X20X5/8,HSS22X20X5/8,HSS22X20X5/8,aisc_augmented,False,reference,,,,,
Hollow Structural Section-HSS22X20X5/8,HOLLOWSTRUCTURALSECTIONHSS22X20X5/8,HSS22X20X5/8,aisc_augmented,False,reference,,,,,
TS22X20X5/8,HSS22X20X5/8,HSS22X20X5/8,aisc_augmented,False,reference,,,,,
HSS22X20X5/8 Tube,HSS22X20X5/8TUBE,HSS22X20X5/8,aisc_augmented,False,reference,,,,,
Hollow Structural Section HSS22X20X5/8,HOLLOWSTRUCTURALSECTIONHSS22X20X5/8,HSS22X20X5/8,aisc_augmented,False,reference,,,,,
HSS22X20X5/8 Hollow Structural Section,HSS22X20X5/8HOLLOWSTRUCTURALSECTION,HSS22X20X5/8,aisc_augmented,False,reference,,,,,
Tube-HSS22X20X5/8,TUBEHSS22X20X5/8,HSS22X20X5/8,aisc_augmented,False,reference,,,,,
HSS HSS22X20X5/8 A500,HSSHSS22X20X5/8A500,HSS22X20X5/8,aisc_augmented,False,reference,,,,,
HSS22X20X5/8,HSS22X20X5/8,HSS22X20X5/8,aisc_augmented,False,reference,,,,,
