token,class,category,source
WFEELBEAMW21X147,W,,augmented
WEELBEAMW21 X 147,W,,augmented
WF EELBEAMW21X147,W,,augmented
WF-EELBEAMW21X147,W,,augmented
STEEL BEAM W21X147,W,,original
W EELBEAMW21 X 147,W,,augmented
WEELBEAM-W21X147,W,,augmented
W EELBEAM-W21X147,W,,augmented
W-EELBEAM-W21X147,W,,augmented
W_EELBEAM-W21X147,W,,augmented
WFEELBEAM-W21X147,W,,augmented
STEEL BEAM-W21X147,W,,original
WEELBEAM-W21 X 147,W,,augmented
WF EELBEAM-W21X147,W,,augmented
WF-EELBEAM-W21X147,W,,augmented
W EELBEAM-W21 X 147,W,,augmented
W -21X147,W,,original
W--21X147,W,,augmented
W_-21X147,W,,augmented
W-21 X 147,W,,original
WF -21X147,W,,augmented
WF--21X147,W,,augmented
W -21 X 147,W,,original
W-21X147 WF,W,,augmented
WF W-21X147,W,,augmented
WF-W-21X147,W,,augmented
W21X147A992,W,,original
W 21X147A992,W,,original
W-21X147A992,W,,augmented
W21X147 A992,W,,original
W_21X147A992,W,,augmented
WF21X147A992,W,,augmented
W21 X 147A992,W,,original
WF 21X147A992,W,,augmented
WF-21X147A992,W,,augmented
W 21 X 147A992,W,,original
W21X147A992 WF,W,,augmented
W21X147ASTMA992,W,,original
W 21X147ASTMA992,W,,original
W-21X147ASTMA992,W,,augmented
W_21X147ASTMA992,W,,augmented
WF21X147ASTMA992,W,,augmented
W21 X 147ASTMA992,W,,original
W21X147 ASTM A992,W,,original
WF 21X147ASTMA992,W,,augmented
WF-21X147ASTMA992,W,,augmented
W 21 X 147ASTMA992,W,,original
W21X147ASTMA992 WF,W,,augmented
W21X147STEELBEAM,W,,original
W 21X147STEELBEAM,W,,original
W-21X147STEELBEAM,W,,augmented
W_21X147STEELBEAM,W,,augmented
WF21X147STEELBEAM,W,,augmented
W21 X 147STEELBEAM,W,,original
W21X147 STEEL BEAM,W,,original
WF 21X147STEELBEAM,W,,augmented
WF-21X147STEELBEAM,W,,augmented
W 21 X 147STEELBEAM,W,,original
W21X147WF,W,,original
W 21X147WF,W,,original
W-21X147WF,W,,augmented
W_21X147WF,W,,augmented
WF21X147WF,W,,augmented
W21 X 147WF,W,,original
WF 21X147WF,W,,augmented
WF-21X147WF,W,,augmented
W 21 X 147WF,W,,original
W21X147WF WF,W,,augmented
W21X147WIDEFLANGE,W,,original
W 21X147WIDEFLANGE,W,,original
W-21X147WIDEFLANGE,W,,augmented
W_21X147WIDEFLANGE,W,,augmented
WF21X147WIDEFLANGE,W,,augmented
W21 X 147WIDEFLANGE,W,,original
W21X147 WIDE FLANGE,W,,original
WF 21X147WIDEFLANGE,W,,augmented
WF-21X147WIDEFLANGE,W,,augmented
W 21 X 147WIDEFLANGE,W,,original
BEAM W21X101 A992,W,,original
W BEAM W21X101 A992,W,,augmented
BEAM W21X101 A992 (W),W,,augmented
ASTM BEAM W21X101 A992,W,,augmented
BEAM W21X101 A992 Steel,W,,augmented
Grade BEAM W21X101 A992,W,,augmented
Mat'l BEAM W21X101 A992,W,,augmented
Steel BEAM W21X101 A992,W,,augmented
MATERIAL BEAM W21X101 A992,W,,augmented
BEAM W21X101 ASTM A992,W,,original
W BEAM W21X101 ASTM A992,W,,augmented
BEAM W21X101 ASTM A992 (W),W,,augmented
ASTM BEAM W21X101 ASTM A992,W,,augmented
BEAM W21X101 ASTM A992 Steel,W,,augmented
Grade BEAM W21X101 ASTM A992,W,,augmented
Mat'l BEAM W21X101 ASTM A992,W,,augmented
Steel BEAM W21X101 ASTM A992,W,,augmented
MATERIAL BEAM W21X101 ASTM A992,W,,augmented
WEELBEAMW21X101,W,,augmented
W EELBEAMW21X101,W,,augmented
W-EELBEAMW21X101,W,,augmented
W_EELBEAMW21X101,W,,augmented
WFEELBEAMW21X101,W,,augmented
WEELBEAMW21 X 101,W,,augmented
WF EELBEAMW21X101,W,,augmented
WF-EELBEAMW21X101,W,,augmented
STEEL BEAM W21X101,W,,original
W EELBEAMW21 X 101,W,,augmented
WEELBEAM-W21X101,W,,augmented
W EELBEAM-W21X101,W,,augmented
W-EELBEAM-W21X101,W,,augmented
W_EELBEAM-W21X101,W,,augmented
WFEELBEAM-W21X101,W,,augmented
STEEL BEAM-W21X101,W,,original
WEELBEAM-W21 X 101,W,,augmented
WF EELBEAM-W21X101,W,,augmented
WF-EELBEAM-W21X101,W,,augmented
W EELBEAM-W21 X 101,W,,augmented
W -21X101,W,,original
W--21X101,W,,augmented
W_-21X101,W,,augmented
W-21 X 101,W,,original
WF -21X101,W,,augmented
WF--21X101,W,,augmented
W -21 X 101,W,,original
W-21X101 WF,W,,augmented
WF W-21X101,W,,augmented
WF-W-21X101,W,,augmented
W21X101A992,W,,original
W 21X101A992,W,,original
W-21X101A992,W,,augmented
W21X101 A992,W,,original
W_21X101A992,W,,augmented
WF21X101A992,W,,augmented
W21 X 101A992,W,,original
WF 21X101A992,W,,augmented
WF-21X101A992,W,,augmented
W 21 X 101A992,W,,original
W21X101A992 WF,W,,augmented
W21X101ASTMA992,W,,original
W 21X101ASTMA992,W,,original
W-21X101ASTMA992,W,,augmented
W_21X101ASTMA992,W,,augmented
WF21X101ASTMA992,W,,augmented
W21 X 101ASTMA992,W,,original
W21X101 ASTM A992,W,,original
WF 21X101ASTMA992,W,,augmented
WF-21X101ASTMA992,W,,augmented
W 21 X 101ASTMA992,W,,original
W21X101ASTMA992 WF,W,,augmented
W21X101STEELBEAM,W,,original
W 21X101STEELBEAM,W,,original
W-21X101STEELBEAM,W,,augmented
W_21X101STEELBEAM,W,,augmented
WF21X101STEELBEAM,W,,augmented
W21 X 101STEELBEAM,W,,original
W21X101 STEEL BEAM,W,,original
WF 21X101STEELBEAM,W,,augmented
WF-21X101STEELBEAM,W,,augmented
W 21 X 101STEELBEAM,W,,original
W21X101WF,W,,original
W 21X101WF,W,,original
W-21X101WF,W,,augmented
W_21X101WF,W,,augmented
WF21X101WF,W,,augmented
W21 X 101WF,W,,original
WF 21X101WF,W,,augmented
WF-21X101WF,W,,augmented
W 21 X 101WF,W,,original
W21X101WF WF,W,,augmented
W21X101WIDEFLANGE,W,,original
W 21X101WIDEFLANGE,W,,original
W-21X101WIDEFLANGE,W,,augmented
W_21X101WIDEFLANGE,W,,augmented
WF21X101WIDEFLANGE,W,,augmented
W21 X 101WIDEFLANGE,W,,original
W21X101 WIDE FLANGE,W,,original
WF 21X101WIDEFLANGE,W,,augmented
WF-21X101WIDEFLANGE,W,,augmented
W 21 X 101WIDEFLANGE,W,,original
BEAM W21X93 A992,W,,original
W BEAM W21X93 A992,W,,augmented
BEAM W21X93 A992 (W),W,,augmented
ASTM BEAM W21X93 A992,W,,augmented
BEAM W21X93 A992 Steel,W,,augmented
Grade BEAM W21X93 A992,W,,augmented
Mat'l BEAM W21X93 A992,W,,augmented
Steel BEAM W21X93 A992,W,,augmented
MATERIAL BEAM W21X93 A992,W,,augmented
BEAM W21X93 ASTM A992,W,,original
W BEAM W21X93 ASTM A992,W,,augmented
BEAM W21X93 ASTM A992 (W),W,,augmented
ASTM BEAM W21X93 ASTM A992,W,,augmented
BEAM W21X93 ASTM A992 Steel,W,,augmented
Grade BEAM W21X93 ASTM A992,W,,augmented
Mat'l BEAM W21X93 ASTM A992,W,,augmented
Steel BEAM W21X93 ASTM A992,W,,augmented
MATERIAL BEAM W21X93 ASTM A992,W,,augmented
WEELBEAMW21X93,W,,augmented
W EELBEAMW21X93,W,,augmented
W-EELBEAMW21X93,W,,augmented
W_EELBEAMW21X93,W,,augmented
WFEELBEAMW21X93,W,,augmented
WEELBEAMW21 X 93,W,,augmented
WF EELBEAMW21X93,W,,augmented
WF-EELBEAMW21X93,W,,augmented
STEEL BEAM W21X93,W,,original
W EELBEAMW21 X 93,W,,augmented
WEELBEAM-W21X93,W,,augmented
W EELBEAM-W21X93,W,,augmented
W-EELBEAM-W21X93,W,,augmented
W_EELBEAM-W21X93,W,,augmented
WFEELBEAM-W21X93,W,,augmented
STEEL BEAM-W21X93,W,,original
WEELBEAM-W21 X 93,W,,augmented
WF EELBEAM-W21X93,W,,augmented
WF-EELBEAM-W21X93,W,,augmented
W EELBEAM-W21 X 93,W,,augmented
W -21X93,W,,original
W--21X93,W,,augmented
W_-21X93,W,,augmented
W-21 X 93,W,,original
WF -21X93,W,,augmented
WF--21X93,W,,augmented
W -21 X 93,W,,original
W-21X93 WF,W,,augmented
WF W-21X93,W,,augmented
WF-W-21X93,W,,augmented
W21X93A992,W,,original
W 21X93A992,W,,original
W-21X93A992,W,,augmented
W21X93 A992,W,,original
W_21X93A992,W,,augmented
WF21X93A992,W,,augmented
W21 X 93A992,W,,original
WF 21X93A992,W,,augmented
WF-21X93A992,W,,augmented
W 21 X 93A992,W,,original
W21X93A992 WF,W,,augmented
W21X93ASTMA992,W,,original
W 21X93ASTMA992,W,,original
W-21X93ASTMA992,W,,augmented
W_21X93ASTMA992,W,,augmented
WF21X93ASTMA992,W,,augmented
W21 X 93ASTMA992,W,,original
W21X93 ASTM A992,W,,original
WF 21X93ASTMA992,W,,augmented
WF-21X93ASTMA992,W,,augmented
W 21 X 93ASTMA992,W,,original
W21X93ASTMA992 WF,W,,augmented
W21X93STEELBEAM,W,,original
W 21X93STEELBEAM,W,,original
W-21X93STEELBEAM,W,,augmented
W_21X93STEELBEAM,W,,augmented
WF21X93STEELBEAM,W,,augmented
W21 X 93STEELBEAM,W,,original
W21X93 STEEL BEAM,W,,original
WF 21X93STEELBEAM,W,,augmented
WF-21X93STEELBEAM,W,,augmented
W 21 X 93STEELBEAM,W,,original
W21X93WF,W,,original
W 21X93WF,W,,original
W-21X93WF,W,,augmented
W_21X93WF,W,,augmented
WF21X93WF,W,,augmented
W21 X 93WF,W,,original
WF 21X93WF,W,,augmented
WF-21X93WF,W,,augmented
W 21 X 93WF,W,,original
W21X93WF WF,W,,augmented
W21X93WIDEFLANGE,W,,original
W 21X93WIDEFLANGE,W,,original
W-21X93WIDEFLANGE,W,,augmented
W_21X93WIDEFLANGE,W,,augmented
WF21X93WIDEFLANGE,W,,augmented
W21 X 93WIDEFLANGE,W,,original
W21X93 WIDE FLANGE,W,,original
WF 21X93WIDEFLANGE,W,,augmented
WF-21X93WIDEFLANGE,W,,augmented
W 21 X 93WIDEFLANGE,W,,original
BEAM W21X83 A992,W,,original
W BEAM W21X83 A992,W,,augmented
BEAM W21X83 A992 (W),W,,augmented
ASTM BEAM W21X83 A992,W,,augmented
BEAM W21X83 A992 Steel,W,,augmented
Grade BEAM W21X83 A992,W,,augmented
Mat'l BEAM W21X83 A992,W,,augmented
Steel BEAM W21X83 A992,W,,augmented
MATERIAL BEAM W21X83 A992,W,,augmented
BEAM W21X83 ASTM A992,W,,original
W BEAM W21X83 ASTM A992,W,,augmented
BEAM W21X83 ASTM A992 (W),W,,augmented
ASTM BEAM W21X83 ASTM A992,W,,augmented
BEAM W21X83 ASTM A992 Steel,W,,augmented
Grade BEAM W21X83 ASTM A992,W,,augmented
Mat'l BEAM W21X83 ASTM A992,W,,augmented
Steel BEAM W21X83 ASTM A992,W,,augmented
MATERIAL BEAM W21X83 ASTM A992,W,,augmented
WEELBEAMW21X83,W,,augmented
W EELBEAMW21X83,W,,augmented
W-EELBEAMW21X83,W,,augmented
W_EELBEAMW21X83,W,,augmented
WFEELBEAMW21X83,W,,augmented
WEELBEAMW21 X 83,W,,augmented
WF EELBEAMW21X83,W,,augmented
WF-EELBEAMW21X83,W,,augmented
STEEL BEAM W21X83,W,,original
W EELBEAMW21 X 83,W,,augmented
WEELBEAM-W21X83,W,,augmented
W EELBEAM-W21X83,W,,augmented
W-EELBEAM-W21X83,W,,augmented
W_EELBEAM-W21X83,W,,augmented
WFEELBEAM-W21X83,W,,augmented
STEEL BEAM-W21X83,W,,original
WEELBEAM-W21 X 83,W,,augmented
WF EELBEAM-W21X83,W,,augmented
WF-EELBEAM-W21X83,W,,augmented
W EELBEAM-W21 X 83,W,,augmented
W -21X83,W,,original
W--21X83,W,,augmented
W_-21X83,W,,augmented
W-21 X 83,W,,original
WF -21X83,W,,augmented
WF--21X83,W,,augmented
W -21 X 83,W,,original
W-21X83 WF,W,,augmented
WF W-21X83,W,,augmented
WF-W-21X83,W,,augmented
W21X83A992,W,,original
W 21X83A992,W,,original
W-21X83A992,W,,augmented
W21X83 A992,W,,original
W_21X83A992,W,,augmented
WF21X83A992,W,,augmented
W21 X 83A992,W,,original
WF 21X83A992,W,,augmented
WF-21X83A992,W,,augmented
W 21 X 83A992,W,,original
W21X83A992 WF,W,,augmented
W21X83ASTMA992,W,,original
W 21X83ASTMA992,W,,original
W-21X83ASTMA992,W,,augmented
W_21X83ASTMA992,W,,augmented
WF21X83ASTMA992,W,,augmented
W21 X 83ASTMA992,W,,original
W21X83 ASTM A992,W,,original
WF 21X83ASTMA992,W,,augmented
WF-21X83ASTMA992,W,,augmented
W 21 X 83ASTMA992,W,,original
W21X83ASTMA992 WF,W,,augmented
W21X83STEELBEAM,W,,original
W 21X83STEELBEAM,W,,original
W-21X83STEELBEAM,W,,augmented
W_21X83STEELBEAM,W,,augmented
WF21X83STEELBEAM,W,,augmented
W21 X 83STEELBEAM,W,,original
W21X83 STEEL BEAM,W,,original
WF 21X83STEELBEAM,W,,augmented
WF-21X83STEELBEAM,W,,augmented
W 21 X 83STEELBEAM,W,,original
W21X83WF,W,,original
W 21X83WF,W,,original
W-21X83WF,W,,augmented
W_21X83WF,W,,augmented
WF21X83WF,W,,augmented
W21 X 83WF,W,,original
WF 21X83WF,W,,augmented
WF-21X83WF,W,,augmented
W 21 X 83WF,W,,original
W21X83WF WF,W,,augmented
W21X83WIDEFLANGE,W,,original
W 21X83WIDEFLANGE,W,,original
W-21X83WIDEFLANGE,W,,augmented
W_21X83WIDEFLANGE,W,,augmented
WF21X83WIDEFLANGE,W,,augmented
W21 X 83WIDEFLANGE,W,,original
W21X83 WIDE FLANGE,W,,original
WF 21X83WIDEFLANGE,W,,augmented
WF-21X83WIDEFLANGE,W,,augmented
W 21 X 83WIDEFLANGE,W,,original
BEAM W21X48 A992,W,,original
W BEAM W21X48 A992,W,,augmented
BEAM W21X48 A992 (W),W,,augmented
ASTM BEAM W21X48 A992,W,,augmented
BEAM W21X48 A992 Steel,W,,augmented
Grade BEAM W21X48 A992,W,,augmented
Mat'l BEAM W21X48 A992,W,,augmented
Steel BEAM W21X48 A992,W,,augmented
MATERIAL BEAM W21X48 A992,W,,augmented
BEAM W21X48 ASTM A992,W,,original
W BEAM W21X48 ASTM A992,W,,augmented
BEAM W21X48 ASTM A992 (W),W,,augmented
ASTM BEAM W21X48 ASTM A992,W,,augmented
BEAM W21X48 ASTM A992 Steel,W,,augmented
Grade BEAM W21X48 ASTM A992,W,,augmented
Mat'l BEAM W21X48 ASTM A992,W,,augmented
Steel BEAM W21X48 ASTM A992,W,,augmented
MATERIAL BEAM W21X48 ASTM A992,W,,augmented
WEELBEAMW21X48,W,,augmented
W EELBEAMW21X48,W,,augmented
W-EELBEAMW21X48,W,,augmented
W_EELBEAMW21X48,W,,augmented
WFEELBEAMW21X48,W,,augmented
WEELBEAMW21 X 48,W,,augmented
WF EELBEAMW21X48,W,,augmented
WF-EELBEAMW21X48,W,,augmented
STEEL BEAM W21X48,W,,original
W EELBEAMW21 X 48,W,,augmented
WEELBEAM-W21X48,W,,augmented
W EELBEAM-W21X48,W,,augmented
W-EELBEAM-W21X48,W,,augmented
W_EELBEAM-W21X48,W,,augmented
WFEELBEAM-W21X48,W,,augmented
STEEL BEAM-W21X48,W,,original
WEELBEAM-W21 X 48,W,,augmented
WF EELBEAM-W21X48,W,,augmented
WF-EELBEAM-W21X48,W,,augmented
W EELBEAM-W21 X 48,W,,augmented
W -21X48,W,,original
W--21X48,W,,augmented
W_-21X48,W,,augmented
W-21 X 48,W,,original
WF -21X48,W,,augmented
WF--21X48,W,,augmented
W -21 X 48,W,,original
W-21X48 WF,W,,augmented
WF W-21X48,W,,augmented
WF-W-21X48,W,,augmented
W21X48A992,W,,original
W 21X48A992,W,,original
W-21X48A992,W,,augmented
W21X48 A992,W,,original
W_21X48A992,W,,augmented
WF21X48A992,W,,augmented
W21 X 48A992,W,,original
WF 21X48A992,W,,augmented
WF-21X48A992,W,,augmented
W 21 X 48A992,W,,original
W21X48A992 WF,W,,augmented
W21X48ASTMA992,W,,original
W 21X48ASTMA992,W,,original
W-21X48ASTMA992,W,,augmented
W_21X48ASTMA992,W,,augmented
WF21X48ASTMA992,W,,augmented
W21 X 48ASTMA992,W,,original
W21X48 ASTM A992,W,,original
WF 21X48ASTMA992,W,,augmented
WF-21X48ASTMA992,W,,augmented
W 21 X 48ASTMA992,W,,original
W21X48ASTMA992 WF,W,,augmented
W21X48STEELBEAM,W,,original
W 21X48STEELBEAM,W,,original
W-21X48STEELBEAM,W,,augmented
W_21X48STEELBEAM,W,,augmented
WF21X48STEELBEAM,W,,augmented
W21 X 48STEELBEAM,W,,original
W21X48 STEEL BEAM,W,,original
WF 21X48STEELBEAM,W,,augmented
WF-21X48STEELBEAM,W,,augmented
W 21 X 48STEELBEAM,W,,original
W21X48WF,W,,original
W 21X48WF,W,,original
W-21X48WF,W,,augmented
W_21X48WF,W,,augmented
WF21X48WF,W,,augmented
W21 X 48WF,W,,original
WF 21X48WF,W,,augmented
WF-21X48WF,W,,augmented
W 21 X 48WF,W,,original
W21X48WF WF,W,,augmented
W21X48WIDEFLANGE,W,,original
W 21X48WIDEFLANGE,W,,original
W-21X48WIDEFLANGE,W,,augmented
W_21X48WIDEFLANGE,W,,augmented
WF21X48WIDEFLANGE,W,,augmented
W21 X 48WIDEFLANGE,W,,original
W21X48 WIDE FLANGE,W,,original
WF 21X48WIDEFLANGE,W,,augmented
WF-21X48WIDEFLANGE,W,,augmented
W 21 X 48WIDEFLANGE,W,,original
BEAM W18X283 A992,W,,original
W BEAM W18X283 A992,W,,augmented
BEAM W18X283 A992 (W),W,,augmented
ASTM BEAM W18X283 A992,W,,augmented
BEAM W18X283 A992 Steel,W,,augmented
Grade BEAM W18X283 A992,W,,augmented
Mat'l BEAM W18X283 A992,W,,augmented
Steel BEAM W18X283 A992,W,,augmented
MATERIAL BEAM W18X283 A992,W,,augmented
BEAM W18X283 ASTM A992,W,,original
W BEAM W18X283 ASTM A992,W,,augmented
BEAM W18X283 ASTM A992 (W),W,,augmented
ASTM BEAM W18X283 ASTM A992,W,,augmented
BEAM W18X283 ASTM A992 Steel,W,,augmented
Grade BEAM W18X283 ASTM A992,W,,augmented
Mat'l BEAM W18X283 ASTM A992,W,,augmented
Steel BEAM W18X283 ASTM A992,W,,augmented
MATERIAL BEAM W18X283 ASTM A992,W,,augmented
WEELBEAMW18X283,W,,augmented
W EELBEAMW18X283,W,,augmented
W-EELBEAMW18X283,W,,augmented
W_EELBEAMW18X283,W,,augmented
WFEELBEAMW18X283,W,,augmented
WEELBEAMW18 X 283,W,,augmented
WF EELBEAMW18X283,W,,augmented
WF-EELBEAMW18X283,W,,augmented
STEEL BEAM W18X283,W,,original
W EELBEAMW18 X 283,W,,augmented
WEELBEAM-W18X283,W,,augmented
W EELBEAM-W18X283,W,,augmented
W-EELBEAM-W18X283,W,,augmented
W_EELBEAM-W18X283,W,,augmented
WFEELBEAM-W18X283,W,,augmented
STEEL BEAM-W18X283,W,,original
WEELBEAM-W18 X 283,W,,augmented
WF EELBEAM-W18X283,W,,augmented
WF-EELBEAM-W18X283,W,,augmented
W EELBEAM-W18 X 283,W,,augmented
W -18X283,W,,original
W--18X283,W,,augmented
W_-18X283,W,,augmented
W-18 X 283,W,,original
WF -18X283,W,,augmented
WF--18X283,W,,augmented
W -18 X 283,W,,original
W-18X283 WF,W,,augmented
WF W-18X283,W,,augmented
WF-W-18X283,W,,augmented
W18X283A992,W,,original
W 18X283A992,W,,original
W-18X283A992,W,,augmented
W18X283 A992,W,,original
W_18X283A992,W,,augmented
WF18X283A992,W,,augmented
W18 X 283A992,W,,original
WF 18X283A992,W,,augmented
WF-18X283A992,W,,augmented
W 18 X 283A992,W,,original
W18X283A992 WF,W,,augmented
W18X283ASTMA992,W,,original
W 18X283ASTMA992,W,,original
W-18X283ASTMA992,W,,augmented
W_18X283ASTMA992,W,,augmented
WF18X283ASTMA992,W,,augmented
W18 X 283ASTMA992,W,,original
W18X283 ASTM A992,W,,original
WF 18X283ASTMA992,W,,augmented
WF-18X283ASTMA992,W,,augmented
W 18 X 283ASTMA992,W,,original
W18X283ASTMA992 WF,W,,augmented
W18X283STEELBEAM,W,,original
W 18X283STEELBEAM,W,,original
W-18X283STEELBEAM,W,,augmented
W_18X283STEELBEAM,W,,augmented
WF18X283STEELBEAM,W,,augmented
W18 X 283STEELBEAM,W,,original
W18X283 STEEL BEAM,W,,original
WF 18X283STEELBEAM,W,,augmented
WF-18X283STEELBEAM,W,,augmented
W 18 X 283STEELBEAM,W,,original
W18X283WF,W,,original
W 18X283WF,W,,original
W-18X283WF,W,,augmented
W_18X283WF,W,,augmented
WF18X283WF,W,,augmented
W18 X 283WF,W,,original
WF 18X283WF,W,,augmented
WF-18X283WF,W,,augmented
W 18 X 283WF,W,,original
W18X283WF WF,W,,augmented
W18X283WIDEFLANGE,W,,original
W 18X283WIDEFLANGE,W,,original
W-18X283WIDEFLANGE,W,,augmented
W_18X283WIDEFLANGE,W,,augmented
WF18X283WIDEFLANGE,W,,augmented
W18 X 283WIDEFLANGE,W,,original
W18X283 WIDE FLANGE,W,,original
WF 18X283WIDEFLANGE,W,,augmented
WF-18X283WIDEFLANGE,W,,augmented
W 18 X 283WIDEFLANGE,W,,original
BEAM W18X258 A992,W,,original
W BEAM W18X258 A992,W,,augmented
BEAM W18X258 A992 (W),W,,augmented
ASTM BEAM W18X258 A992,W,,augmented
BEAM W18X258 A992 Steel,W,,augmented
Grade BEAM W18X258 A992,W,,augmented
Mat'l BEAM W18X258 A992,W,,augmented
Steel BEAM W18X258 A992,W,,augmented
MATERIAL BEAM W18X258 A992,W,,augmented
BEAM W18X258 ASTM A992,W,,original
W BEAM W18X258 ASTM A992,W,,augmented
BEAM W18X258 ASTM A992 (W),W,,augmented
ASTM BEAM W18X258 ASTM A992,W,,augmented
BEAM W18X258 ASTM A992 Steel,W,,augmented
Grade BEAM W18X258 ASTM A992,W,,augmented
Mat'l BEAM W18X258 ASTM A992,W,,augmented
Steel BEAM W18X258 ASTM A992,W,,augmented
MATERIAL BEAM W18X258 ASTM A992,W,,augmented
WEELBEAMW18X258,W,,augmented
W EELBEAMW18X258,W,,augmented
W-EELBEAMW18X258,W,,augmented
W_EELBEAMW18X258,W,,augmented
WFEELBEAMW18X258,W,,augmented
WEELBEAMW18 X 258,W,,augmented
WF EELBEAMW18X258,W,,augmented
WF-EELBEAMW18X258,W,,augmented
STEEL BEAM W18X258,W,,original
W EELBEAMW18 X 258,W,,augmented
WEELBEAM-W18X258,W,,augmented
W EELBEAM-W18X258,W,,augmented
W-EELBEAM-W18X258,W,,augmented
W_EELBEAM-W18X258,W,,augmented
WFEELBEAM-W18X258,W,,augmented
STEEL BEAM-W18X258,W,,original
WEELBEAM-W18 X 258,W,,augmented
WF EELBEAM-W18X258,W,,augmented
WF-EELBEAM-W18X258,W,,augmented
W EELBEAM-W18 X 258,W,,augmented
W -18X258,W,,original
W--18X258,W,,augmented
W_-18X258,W,,augmented
W-18 X 258,W,,original
WF -18X258,W,,augmented
WF--18X258,W,,augmented
W -18 X 258,W,,original
W-18X258 WF,W,,augmented
WF W-18X258,W,,augmented
WF-W-18X258,W,,augmented
W18X258A992,W,,original
W 18X258A992,W,,original
W-18X258A992,W,,augmented
W18X258 A992,W,,original
W_18X258A992,W,,augmented
WF18X258A992,W,,augmented
W18 X 258A992,W,,original
WF 18X258A992,W,,augmented
WF-18X258A992,W,,augmented
W 18 X 258A992,W,,original
W18X258A992 WF,W,,augmented
W18X258ASTMA992,W,,original
W 18X258ASTMA992,W,,original
W-18X258ASTMA992,W,,augmented
W_18X258ASTMA992,W,,augmented
WF18X258ASTMA992,W,,augmented
W18 X 258ASTMA992,W,,original
W18X258 ASTM A992,W,,original
WF 18X258ASTMA992,W,,augmented
WF-18X258ASTMA992,W,,augmented
W 18 X 258ASTMA992,W,,original
W18X258ASTMA992 WF,W,,augmented
W18X258STEELBEAM,W,,original
W 18X258STEELBEAM,W,,original
W-18X258STEELBEAM,W,,augmented
W_18X258STEELBEAM,W,,augmented
WF18X258STEELBEAM,W,,augmented
W18 X 258STEELBEAM,W,,original
W18X258 STEEL BEAM,W,,original
WF 18X258STEELBEAM,W,,augmented
WF-18X258STEELBEAM,W,,augmented
W 18 X 258STEELBEAM,W,,original
W18X258WF,W,,original
W 18X258WF,W,,original
W-18X258WF,W,,augmented
W_18X258WF,W,,augmented
WF18X258WF,W,,augmented
W18 X 258WF,W,,original
WF 18X258WF,W,,augmented
WF-18X258WF,W,,augmented
W 18 X 258WF,W,,original
W18X258WF WF,W,,augmented
W18X258WIDEFLANGE,W,,original
W 18X258WIDEFLANGE,W,,original
W-18X258WIDEFLANGE,W,,augmented
W_18X258WIDEFLANGE,W,,augmented
WF18X258WIDEFLANGE,W,,augmented
W18 X 258WIDEFLANGE,W,,original
W18X258 WIDE FLANGE,W,,original
WF 18X258WIDEFLANGE,W,,augmented
WF-18X258WIDEFLANGE,W,,augmented
W 18 X 258WIDEFLANGE,W,,original
BEAM W18X234 A992,W,,original
W BEAM W18X234 A992,W,,augmented
BEAM W18X234 A992 (W),W,,augmented
ASTM BEAM W18X234 A992,W,,augmented
BEAM W18X234 A992 Steel,W,,augmented
Grade BEAM W18X234 A992,W,,augmented
Mat'l BEAM W18X234 A992,W,,augmented
Steel BEAM W18X234 A992,W,,augmented
MATERIAL BEAM W18X234 A992,W,,augmented
BEAM W18X234 ASTM A992,W,,original
W BEAM W18X234 ASTM A992,W,,augmented
BEAM W18X234 ASTM A992 (W),W,,augmented
ASTM BEAM W18X234 ASTM A992,W,,augmented
BEAM W18X234 ASTM A992 Steel,W,,augmented
Grade BEAM W18X234 ASTM A992,W,,augmented
Mat'l BEAM W18X234 ASTM A992,W,,augmented
Steel BEAM W18X234 ASTM A992,W,,augmented
MATERIAL BEAM W18X234 ASTM A992,W,,augmented
WEELBEAMW18X234,W,,augmented
W EELBEAMW18X234,W,,augmented
W-EELBEAMW18X234,W,,augmented
W_EELBEAMW18X234,W,,augmented
WFEELBEAMW18X234,W,,augmented
WEELBEAMW18 X 234,W,,augmented
WF EELBEAMW18X234,W,,augmented
WF-EELBEAMW18X234,W,,augmented
STEEL BEAM W18X234,W,,original
W EELBEAMW18 X 234,W,,augmented
WEELBEAM-W18X234,W,,augmented
W EELBEAM-W18X234,W,,augmented
W-EELBEAM-W18X234,W,,augmented
W_EELBEAM-W18X234,W,,augmented
WFEELBEAM-W18X234,W,,augmented
STEEL BEAM-W18X234,W,,original
WEELBEAM-W18 X 234,W,,augmented
WF EELBEAM-W18X234,W,,augmented
WF-EELBEAM-W18X234,W,,augmented
W EELBEAM-W18 X 234,W,,augmented
W -18X234,W,,original
W--18X234,W,,augmented
W_-18X234,W,,augmented
W-18 X 234,W,,original
WF -18X234,W,,augmented
WF--18X234,W,,augmented
W -18 X 234,W,,original
W-18X234 WF,W,,augmented
WF W-18X234,W,,augmented
WF-W-18X234,W,,augmented
W18X234A992,W,,original
W 18X234A992,W,,original
W-18X234A992,W,,augmented
W18X234 A992,W,,original
W_18X234A992,W,,augmented
WF18X234A992,W,,augmented
W18 X 234A992,W,,original
WF 18X234A992,W,,augmented
WF-18X234A992,W,,augmented
W 18 X 234A992,W,,original
W18X234A992 WF,W,,augmented
W18X234ASTMA992,W,,original
W 18X234ASTMA992,W,,original
W-18X234ASTMA992,W,,augmented
